Requirement ID,Authority,Targets,Missing targets,Circular
KBDL-CMP-078,"Lifecycle authority: Approved (restates the already-adopted WCAG 2.2 SC 4.1.2 Name, Role, Value and SC 2.1.1 Keyboard)",None,None,False
KBDL-CMP-079,"Lifecycle authority: Approved (restates KBDL-CMP-071 and the already-adopted WCAG 2.2 SC 2.1.2 No Keyboard Trap, applied to the definition of modality itself — this is the ""modal integrity"" rule)",KBDL-CMP-071,None,False
KBDL-CMP-080,Lifecycle authority: Recommended (new component-level sizing and nesting policy),None,None,False
KBDL-CMP-081,Lifecycle authority: Approved (restates the adopted WAI-ARIA 1.2 alertdialog role definition),None,None,False
KBDL-CMP-082,"Lifecycle authority: Approved (scope-control requirement, restates KBDL-CMP-005/KBDL-CMP-052)",KBDL-CMP-005; KBDL-CMP-052,None,False
KBDL-CMP-083,Lifecycle authority: Recommended (new component-level taxonomy),None,None,False
KBDL-CMP-084,"Lifecycle authority: Approved (dictated outcome of the already-adopted WCAG 2.2 SC 2.4.3 Focus Order and SC 2.1.2 No Keyboard Trap applied to nested layered content — not a new policy choice, since any other outcome would create an indeterminate or trapped focus state)",None,None,False
KBDL-CMP-085,Lifecycle authority: Recommended (new component-level policy),None,None,False
KBDL-CMP-086,Lifecycle authority: Approved (restates KBDL-A11Y-031 and the adopted WAI-ARIA 1.2 live-region role definitions),KBDL-A11Y-031,None,False
KBDL-CMP-087,Lifecycle authority: Approved (restates KBDL-CMP-004's already- Approved state-clarity rule and the adopted WCAG 2.2 SC 1.4.1 Use of Color),KBDL-CMP-004,None,False
KBDL-CMP-088,"""important, time-sensitive messages"" and ""must not move focus by default"" restate the adopted WAI-ARIA 1.2 alert role definition, which specifies an assertive live region for important, time-sensitive information without describing any inherent focus-moving behavior. ""Must not be used for routine or successful updates"" is not itself dictated by the ARIA alert role definition (which describes what the role announces, not which messages a component must avoid); this restriction is normative because the approved KBDL-008 prompt explicitly requires ""Do not use alert for every successful or routine update"" as a mandatory Alert constraint",None,None,False
KBDL-CMP-089,Lifecycle authority: Recommended (new component-level taxonomy),None,None,False
KBDL-CMP-090,"""sensitive information must not be exposed"" extends the existing KBDL security-safe-disclosure principle, components-core.md §37. ""Critical information must not be presented only in a transient toast without a persistent path"" and ""must not move focus to itself by default"" are not directly dictated by WCAG 2.2 SC 2.2.1 Timing Adjustable (which governs user-adjustable time limits on content generally, not the specific toast/persistent-path pattern) or by KBDL-A11Y-031 (which requires programmatic determinability, not a persistence guarantee); these two clauses are normative because the approved KBDL-008 prompt explicitly lists both as mandatory Toast/Snackbar ""Do not"" constraints. SC 2.2.1's adjustable-timing principle is cited as supporting rationale, not as the direct source of the persistent-path requirement",KBDL-A11Y-031,None,False
KBDL-CMP-091,Lifecycle authority: Recommended (new component-level timing and queueing policy),None,None,False
KBDL-CMP-092,Lifecycle authority: Approved (restates KBDL-A11Y-031 and the adopted WAI-ARIA 1.2 status/log role and aria-live/aria-atomic definitions),KBDL-A11Y-031,None,False
KBDL-CMP-093,"Lifecycle authority: Approved (restates the adopted WCAG 2.2 SC 1.1.1 Non-text Content and SC 4.1.2 Name, Role, Value)",None,None,False
KBDL-CMP-094,Lifecycle authority: Approved (restates the adopted WAI-ARIA 1.2 progressbar role definition and native <progress> semantics),None,None,False
KBDL-CMP-095,Lifecycle authority: Approved (restates the adopted WAI-ARIA 1.2 meter role definition and native <meter> semantics),None,None,False
KBDL-CMP-096,"""hidden from assistive technology as decorative"" restates the adopted WAI-ARIA 1.2 aria-hidden semantics for purely decorative content. ""An equivalent loading announcement must be available through a separate status mechanism"" restates KBDL-A11Y-031. ""Must not expose meaningless placeholder shapes as if they were content"" is not itself dictated by either of those sources; it is normative because the approved KBDL-008 prompt explicitly requires ""Decorative accessibility treatment"" and ""Equivalent loading announcement"" as mandatory Skeleton fields, which together imply placeholder shapes must not be presented as meaningful content",KBDL-A11Y-031,None,False
KBDL-CMP-097,"Lifecycle authority: Approved (restates KBDL-A11Y-031 and the locked component-state-clarity rule, principles.md §5.1)",KBDL-A11Y-031,None,False
KBDL-CMP-098,"Lifecycle authority: Approved (extends the already-Approved KBDL-007 submit-loading/duplicate-submission-prevention contract, components-core.md §23, to the surface-level loading indicator)",None,None,False
KBDL-CMP-099,Lifecycle authority: Recommended (new component-level taxonomy),None,None,False
KBDL-CMP-100,"this requirement is normative because the approved KBDL-008 prompt explicitly requires ""Preservation of entered criteria"" as a mandatory No-Results State field. WCAG 2.2 SC 3.3.7 Redundant Entry (which prohibits requiring re-entry of information already supplied earlier in the same process) is cited as supporting rationale by analogy, not as a direct restatement — SC 3.3.7 governs multi-step process re-entry generally and does not by itself mandate preserving search/filter state specifically on a no-results result",None,None,False
KBDL-CMP-101,"that an error must be identified and described restates the already-adopted WCAG 2.2 SC 3.3.1 Error Identification, which requires errors be identified and described in text, but does not itself require classifying an error as ""recoverable or blocking"" or specifying a ""retry or alternative action"" — SC 3.3.1 governs identification, not remediation-path taxonomy. The recoverable/blocking classification and the retry/alternative-action requirement are normative because the approved KBDL-008 prompt explicitly requires ""Recoverable versus blocking error,"" ""Retry,"" and ""Alternative action"" as mandatory Error State fields, consistent with the already-Approved Technical Utility recovery-support principle, principles.md §3. The prohibition on exposing stack traces, internal exception details, credentials, or private data restates KBDL-CMP-064",KBDL-CMP-064,None,False
KBDL-CMP-102,Lifecycle authority: Recommended (new component-level taxonomy),None,None,False
KBDL-CMP-103,"Lifecycle authority: Approved (extends the already-Approved KBDL correctness/safety principle, principles.md §4 item 1, and the existing KBDL-007 form-recovery data-preservation pattern)",None,None,False
KBDL-CMP-104,"Lifecycle authority: Approved (extends the existing KBDL security principle already established in components-core.md §37, ""a disabled button is not access control"")",None,None,False
KBDL-CMP-105,Lifecycle authority: Recommended (new component-level threshold and interaction model; the APG grid pattern is not automatically Approved),None,None,False
KBDL-CMP-106,Lifecycle authority: Recommended (new component-level threshold and interaction model; the APG tree pattern is not automatically Approved),None,None,False
KBDL-CMP-107,Lifecycle authority: Approved (restates the already-adopted WCAG 2.2 SC 2.2.2),None,None,False
KBDL-CMP-108,Lifecycle authority: Recommended (new component-level policy),None,None,False
KBDL-CMP-109,"Lifecycle authority: Approved (restates the already-adopted WCAG 2.2 SC 1.4.1 Use of Color, SC 1.3.1 Info and Relationships, and SC 2.1.1 Keyboard, applied to chart content, using the existing approved Data-display roles rather than inventing new ones)",None,None,False
KBDL-CMP-110,Lifecycle authority: Recommended (new component-level taxonomy and interaction model),None,None,False
KBDL-CMP-111,"Lifecycle authority: Recommended (new component-level transformation policy; the exact trigger point depends on the eventual approved KBDL-RSP-002 breakpoint values, cited here only as related context, not as authority)",KBDL-RSP-002,None,False
KBDL-CUS-001,KBDL-DEC-004 plus the mandatory KBDL-010 prompt,KBDL-DEC-004,None,False
KBDL-CUS-002,KBDL lifecycle conventions and mandatory KBDL-010 prompt,None,None,False
KBDL-CUS-003,Mandatory KBDL-010 classification model,None,None,False
KBDL-CUS-004,Mandatory KBDL-010 Class A rule and owning-module lifecycle rules,None,None,False
KBDL-CUS-005,"KBDL-PRN-005, KBDL-PRO-005, and mandatory KBDL-010 prompt",KBDL-PRN-005; KBDL-PRO-005,None,False
KBDL-CUS-006,KBDL governance plus mandatory KBDL-010 Classes C and D,None,None,False
KBDL-CUS-007,"KBDL-GOV-002, governance exception process, and mandatory KBDL-010 Classes E/F",None,None,False
KBDL-CUS-008,Mandatory KBDL-010 workflow,None,None,False
KBDL-CUS-009,Mandatory KBDL-010 intake fields,None,None,False
KBDL-CUS-010,"KBDL-DEC-004, conventions, and mandatory KBDL-010 record fields",KBDL-DEC-004,None,False
KBDL-CUS-011,Mandatory KBDL-010 impact and evidence clauses,None,None,False
KBDL-CUS-012,Mandatory KBDL-010 change and rollback clauses,None,None,False
KBDL-CUS-013,Approved foundation requirements plus mandatory KBDL-010 boundary,None,None,False
KBDL-CUS-014,"Approved KBDL-THM-003, 005, 006, 013, 014 plus mandatory KBDL-010 boundary",KBDL-THM-003,None,False
KBDL-CUS-015,Approved motion requirements plus mandatory KBDL-010 boundary,None,None,False
KBDL-CUS-016,Approved responsive requirements plus mandatory KBDL-010 boundary,None,None,False
KBDL-CUS-017,"KBDL-GOV-002, Approved accessibility requirements, and mandatory KBDL-010 boundary",None,None,False
KBDL-CUS-018,Approved KBDL-007 requirements plus mandatory KBDL-010 boundary,None,None,False
KBDL-CUS-019,Approved KBDL-008 requirements plus mandatory KBDL-010 boundary,None,None,False
KBDL-CUS-020,"Approved KBDL-PRO-001–008, 010–015, 019–026 plus mandatory KBDL-010 boundary",KBDL-PRO-001,None,False
KBDL-CUS-021,Prior Approved security/correctness requirements plus mandatory KBDL-010 boundary,None,None,False
KBDL-CUS-022,Mandatory KBDL-010 handoff and scope clauses,None,None,False
KBDL-CUS-023,Not applicable — pending explicit project-owner approval; assignment of a CUS ID does not grant implementation authority,None,None,False
KBDL-CUS-024,Not applicable — pending explicit project-owner approval; assignment of a CUS ID does not grant implementation authority,None,None,False
KBDL-CUS-025,Not applicable — pending explicit project-owner approval; assignment of a CUS ID does not grant implementation authority,None,None,False
KBDL-CUS-026,Not applicable — pending explicit project-owner approval; assignment of a CUS ID does not grant implementation authority,None,None,False
KBDL-CUS-027,Not applicable — pending explicit project-owner approval; assignment of a CUS ID does not grant implementation authority,None,None,False
KBDL-CUS-028,Not applicable — pending explicit project-owner approval; assignment of a CUS ID does not grant implementation authority,None,None,False
KBDL-CUS-029,Not applicable — pending explicit project-owner approval; assignment of a CUS ID does not grant implementation authority,None,None,False
KBDL-CUS-030,Not applicable — deliberately deferred; assignment of a CUS ID does not grant implementation authority,None,None,False
KBDL-FND-001,Lifecycle authority: Approved,None,None,False
KBDL-FND-002,Lifecycle authority: Approved,None,None,False
KBDL-FND-003,Lifecycle authority: Approved,None,None,False
KBDL-FND-004,Lifecycle authority: Approved,None,None,False
KBDL-FND-005,Lifecycle authority: Approved,None,None,False
KBDL-FND-006,Lifecycle authority: Approved,None,None,False
KBDL-FND-007,Lifecycle authority: Approved,None,None,False
KBDL-FND-008,Lifecycle authority: Approved,None,None,False
KBDL-FND-009,Lifecycle authority: Approved (project owner approved via the foundation decision packet; see KBDL-DEC-012),KBDL-DEC-012,None,False
KBDL-FND-010,Lifecycle authority: Approved (project owner approved via the foundation decision packet; see KBDL-DEC-012),KBDL-DEC-012,None,False
KBDL-FND-011,Lifecycle authority: Approved (project owner approved via the foundation decision packet; see KBDL-DEC-012),KBDL-DEC-012,None,False
KBDL-FND-012,Lifecycle authority: Approved (project owner approved via the foundation decision packet; see KBDL-DEC-012),KBDL-DEC-012,None,False
KBDL-GOV-001,Approved KBDL-001 prompt and KBDL-DEC-001/KBDL-DEC-002,KBDL-DEC-001; KBDL-DEC-002,None,False
KBDL-GOV-002,Approved KBDL-001 prompt and KBDL-DEC-001/KBDL-DEC-002,KBDL-DEC-001; KBDL-DEC-002,None,False
KBDL-GOV-003,Approved KBDL-001 prompt and KBDL-DEC-001/KBDL-DEC-002,KBDL-DEC-001; KBDL-DEC-002,None,False
KBDL-MOT-001,"Lifecycle authority: Approved (directly restates the locked Motion Purpose rule, principles.md §5.1)",None,None,False
KBDL-MOT-002,Lifecycle authority: Approved,None,None,False
KBDL-MOT-003,Lifecycle authority: Approved (directly extends KBDL-PRN-002),KBDL-PRN-002,None,False
KBDL-MOT-004,"Lifecycle authority: Approved (structural requirement; the categories' exact intensity defaults remain Recommended, see KBDL-MOT-006)",KBDL-MOT-006,None,False
KBDL-MOT-005,Lifecycle authority: Approved (per KBDL-DEC-014; the specific five-level structure and names were new KBDL-005 policy until this approval),KBDL-DEC-014,None,False
KBDL-MOT-006,"Lifecycle authority: Approved (per KBDL-DEC-014, decision packet item 14)",KBDL-DEC-014,None,False
KBDL-MOT-007,"Lifecycle authority: Approved (per KBDL-DEC-014, decision packet item 2, together with KBDL-MOT-008, as one timing system)",KBDL-DEC-014; KBDL-MOT-008,None,False
KBDL-MOT-008,"Lifecycle authority: Approved (per KBDL-DEC-014, decision packet item 2, together with KBDL-MOT-007, as one timing system)",KBDL-DEC-014; KBDL-MOT-007,None,False
KBDL-MOT-009,"Lifecycle authority: Approved (per KBDL-DEC-014, decision packet item 3)",KBDL-DEC-014,None,False
KBDL-MOT-010,"Lifecycle authority: Approved (per KBDL-DEC-014, decision packet item 4)",KBDL-DEC-014,None,False
KBDL-MOT-011,"Lifecycle authority: Approved (per KBDL-DEC-014, decision packet item 5)",KBDL-DEC-014,None,False
