Requirement ID,Readable group,Group source values,Ledger row SHA-256,Effective fields complete,Conflict
KBDL-A11Y-011,53,Blueprint section:group='Forced-colors/high-contrast policy; preferred enhanced target size; preferred accessibility testing matrix';ledger='Forced-colors/high-contrast policy; preferred enhanced target size; preferred accessibility testing matrix';match=True | Roadmap prompt:group='KBDL-006';ledger='KBDL-006';match=True | Lifecycle status:group='Recommended';ledger='Recommended';match=True | Validation classification:group='Not verified';ledger='Not verified';match=True,1c74c530a637fb569a71fb7c9ea3c5ea6adb5510da1e5573e433591da943c048,True,None
KBDL-A11Y-012,52,Blueprint section:group='Text alternatives; captions; semantic structure; landmarks; reading/focus order; color independence; text/non-text contrast; focus visibility/obscuration; text spacing; keyboard operability/traps/bypass; pointer cancellation; dragging/gesture alternatives; motion actuation; reduced-motion cross-reference; flashing; timing/automatic movement; forms/labels/autocomplete; error identification/prevention; status messages; authentication; plain language; consistent navigation/help; media controls cross-reference; data presentation; mobile/virtual-keyboard cross-reference; profile consistency';ledger='Text alternatives; captions; semantic structure; landmarks; reading/focus order; color independence; text/non-text contrast; focus visibility/obscuration; text spacing; keyboard operability/traps/bypass; pointer cancellation; dragging/gesture alternatives; motion actuation; reduced-motion cross-reference; flashing; timing/automatic movement; forms/labels/autocomplete; error identification/prevention; status messages; authentication; plain language; consistent navigation/help; media controls cross-reference; data presentation; mobile/virtual-keyboard cross-reference; profile consistency';match=True | Roadmap prompt:group='KBDL-006';ledger='KBDL-006';match=True | Lifecycle status:group='Approved';ledger='Approved';match=True | Validation classification:group='Not verified';ledger='Not verified';match=True,57cca760a7a8668972e86e7d9e351907cd1eb3e74b2e3c7294207460bcc8dc61,True,None
KBDL-A11Y-013,52,Blueprint section:group='Text alternatives; captions; semantic structure; landmarks; reading/focus order; color independence; text/non-text contrast; focus visibility/obscuration; text spacing; keyboard operability/traps/bypass; pointer cancellation; dragging/gesture alternatives; motion actuation; reduced-motion cross-reference; flashing; timing/automatic movement; forms/labels/autocomplete; error identification/prevention; status messages; authentication; plain language; consistent navigation/help; media controls cross-reference; data presentation; mobile/virtual-keyboard cross-reference; profile consistency';ledger='Text alternatives; captions; semantic structure; landmarks; reading/focus order; color independence; text/non-text contrast; focus visibility/obscuration; text spacing; keyboard operability/traps/bypass; pointer cancellation; dragging/gesture alternatives; motion actuation; reduced-motion cross-reference; flashing; timing/automatic movement; forms/labels/autocomplete; error identification/prevention; status messages; authentication; plain language; consistent navigation/help; media controls cross-reference; data presentation; mobile/virtual-keyboard cross-reference; profile consistency';match=True | Roadmap prompt:group='KBDL-006';ledger='KBDL-006';match=True | Lifecycle status:group='Approved';ledger='Approved';match=True | Validation classification:group='Not verified';ledger='Not verified';match=True,a2ae8c0a4c8139df745f22585491f3e3b293d4266f34976a9711ebc80cf140ff,True,None
KBDL-A11Y-014,52,Blueprint section:group='Text alternatives; captions; semantic structure; landmarks; reading/focus order; color independence; text/non-text contrast; focus visibility/obscuration; text spacing; keyboard operability/traps/bypass; pointer cancellation; dragging/gesture alternatives; motion actuation; reduced-motion cross-reference; flashing; timing/automatic movement; forms/labels/autocomplete; error identification/prevention; status messages; authentication; plain language; consistent navigation/help; media controls cross-reference; data presentation; mobile/virtual-keyboard cross-reference; profile consistency';ledger='Text alternatives; captions; semantic structure; landmarks; reading/focus order; color independence; text/non-text contrast; focus visibility/obscuration; text spacing; keyboard operability/traps/bypass; pointer cancellation; dragging/gesture alternatives; motion actuation; reduced-motion cross-reference; flashing; timing/automatic movement; forms/labels/autocomplete; error identification/prevention; status messages; authentication; plain language; consistent navigation/help; media controls cross-reference; data presentation; mobile/virtual-keyboard cross-reference; profile consistency';match=True | Roadmap prompt:group='KBDL-006';ledger='KBDL-006';match=True | Lifecycle status:group='Approved';ledger='Approved';match=True | Validation classification:group='Not verified';ledger='Not verified';match=True,51682898e3777bfd575a6a60d3e5f52144a3402876300b684953307aa9fde7c0,True,None
KBDL-A11Y-015,52,Blueprint section:group='Text alternatives; captions; semantic structure; landmarks; reading/focus order; color independence; text/non-text contrast; focus visibility/obscuration; text spacing; keyboard operability/traps/bypass; pointer cancellation; dragging/gesture alternatives; motion actuation; reduced-motion cross-reference; flashing; timing/automatic movement; forms/labels/autocomplete; error identification/prevention; status messages; authentication; plain language; consistent navigation/help; media controls cross-reference; data presentation; mobile/virtual-keyboard cross-reference; profile consistency';ledger='Text alternatives; captions; semantic structure; landmarks; reading/focus order; color independence; text/non-text contrast; focus visibility/obscuration; text spacing; keyboard operability/traps/bypass; pointer cancellation; dragging/gesture alternatives; motion actuation; reduced-motion cross-reference; flashing; timing/automatic movement; forms/labels/autocomplete; error identification/prevention; status messages; authentication; plain language; consistent navigation/help; media controls cross-reference; data presentation; mobile/virtual-keyboard cross-reference; profile consistency';match=True | Roadmap prompt:group='KBDL-006';ledger='KBDL-006';match=True | Lifecycle status:group='Approved';ledger='Approved';match=True | Validation classification:group='Not verified';ledger='Not verified';match=True,a438eedd601677c47a674cfc04d326d8072f3fc37eee38151ccc133426c403f5,True,None
KBDL-A11Y-016,52,Blueprint section:group='Text alternatives; captions; semantic structure; landmarks; reading/focus order; color independence; text/non-text contrast; focus visibility/obscuration; text spacing; keyboard operability/traps/bypass; pointer cancellation; dragging/gesture alternatives; motion actuation; reduced-motion cross-reference; flashing; timing/automatic movement; forms/labels/autocomplete; error identification/prevention; status messages; authentication; plain language; consistent navigation/help; media controls cross-reference; data presentation; mobile/virtual-keyboard cross-reference; profile consistency';ledger='Text alternatives; captions; semantic structure; landmarks; reading/focus order; color independence; text/non-text contrast; focus visibility/obscuration; text spacing; keyboard operability/traps/bypass; pointer cancellation; dragging/gesture alternatives; motion actuation; reduced-motion cross-reference; flashing; timing/automatic movement; forms/labels/autocomplete; error identification/prevention; status messages; authentication; plain language; consistent navigation/help; media controls cross-reference; data presentation; mobile/virtual-keyboard cross-reference; profile consistency';match=True | Roadmap prompt:group='KBDL-006';ledger='KBDL-006';match=True | Lifecycle status:group='Approved';ledger='Approved';match=True | Validation classification:group='Not verified';ledger='Not verified';match=True,7a02bd4a1e8a577fc3e7da75099fde44a6c90a898d5893a9043d074cffdeb8cf,True,None
KBDL-A11Y-017,52,Blueprint section:group='Text alternatives; captions; semantic structure; landmarks; reading/focus order; color independence; text/non-text contrast; focus visibility/obscuration; text spacing; keyboard operability/traps/bypass; pointer cancellation; dragging/gesture alternatives; motion actuation; reduced-motion cross-reference; flashing; timing/automatic movement; forms/labels/autocomplete; error identification/prevention; status messages; authentication; plain language; consistent navigation/help; media controls cross-reference; data presentation; mobile/virtual-keyboard cross-reference; profile consistency';ledger='Text alternatives; captions; semantic structure; landmarks; reading/focus order; color independence; text/non-text contrast; focus visibility/obscuration; text spacing; keyboard operability/traps/bypass; pointer cancellation; dragging/gesture alternatives; motion actuation; reduced-motion cross-reference; flashing; timing/automatic movement; forms/labels/autocomplete; error identification/prevention; status messages; authentication; plain language; consistent navigation/help; media controls cross-reference; data presentation; mobile/virtual-keyboard cross-reference; profile consistency';match=True | Roadmap prompt:group='KBDL-006';ledger='KBDL-006';match=True | Lifecycle status:group='Approved';ledger='Approved';match=True | Validation classification:group='Not verified';ledger='Not verified';match=True,fbd68b5b367c7740b5e8c51306c8cd3c6e1cbe0452b4bfc89ce6d598da4322d5,True,None
KBDL-A11Y-018,52,Blueprint section:group='Text alternatives; captions; semantic structure; landmarks; reading/focus order; color independence; text/non-text contrast; focus visibility/obscuration; text spacing; keyboard operability/traps/bypass; pointer cancellation; dragging/gesture alternatives; motion actuation; reduced-motion cross-reference; flashing; timing/automatic movement; forms/labels/autocomplete; error identification/prevention; status messages; authentication; plain language; consistent navigation/help; media controls cross-reference; data presentation; mobile/virtual-keyboard cross-reference; profile consistency';ledger='Text alternatives; captions; semantic structure; landmarks; reading/focus order; color independence; text/non-text contrast; focus visibility/obscuration; text spacing; keyboard operability/traps/bypass; pointer cancellation; dragging/gesture alternatives; motion actuation; reduced-motion cross-reference; flashing; timing/automatic movement; forms/labels/autocomplete; error identification/prevention; status messages; authentication; plain language; consistent navigation/help; media controls cross-reference; data presentation; mobile/virtual-keyboard cross-reference; profile consistency';match=True | Roadmap prompt:group='KBDL-006';ledger='KBDL-006';match=True | Lifecycle status:group='Approved';ledger='Approved';match=True | Validation classification:group='Not verified';ledger='Not verified';match=True,9a025ba30aebb79cf8402e1776d8bf8566ae182e77751b8c0396de30723aa325,True,None
KBDL-A11Y-019,52,Blueprint section:group='Text alternatives; captions; semantic structure; landmarks; reading/focus order; color independence; text/non-text contrast; focus visibility/obscuration; text spacing; keyboard operability/traps/bypass; pointer cancellation; dragging/gesture alternatives; motion actuation; reduced-motion cross-reference; flashing; timing/automatic movement; forms/labels/autocomplete; error identification/prevention; status messages; authentication; plain language; consistent navigation/help; media controls cross-reference; data presentation; mobile/virtual-keyboard cross-reference; profile consistency';ledger='Text alternatives; captions; semantic structure; landmarks; reading/focus order; color independence; text/non-text contrast; focus visibility/obscuration; text spacing; keyboard operability/traps/bypass; pointer cancellation; dragging/gesture alternatives; motion actuation; reduced-motion cross-reference; flashing; timing/automatic movement; forms/labels/autocomplete; error identification/prevention; status messages; authentication; plain language; consistent navigation/help; media controls cross-reference; data presentation; mobile/virtual-keyboard cross-reference; profile consistency';match=True | Roadmap prompt:group='KBDL-006';ledger='KBDL-006';match=True | Lifecycle status:group='Approved';ledger='Approved';match=True | Validation classification:group='Not applicable';ledger='Not applicable';match=True,9501d5a97f3eeca6c9cef3be09aadae7214f42b7b9ea66f3d7e6749dc4a21e9c,True,None
KBDL-A11Y-020,52,Blueprint section:group='Text alternatives; captions; semantic structure; landmarks; reading/focus order; color independence; text/non-text contrast; focus visibility/obscuration; text spacing; keyboard operability/traps/bypass; pointer cancellation; dragging/gesture alternatives; motion actuation; reduced-motion cross-reference; flashing; timing/automatic movement; forms/labels/autocomplete; error identification/prevention; status messages; authentication; plain language; consistent navigation/help; media controls cross-reference; data presentation; mobile/virtual-keyboard cross-reference; profile consistency';ledger='Text alternatives; captions; semantic structure; landmarks; reading/focus order; color independence; text/non-text contrast; focus visibility/obscuration; text spacing; keyboard operability/traps/bypass; pointer cancellation; dragging/gesture alternatives; motion actuation; reduced-motion cross-reference; flashing; timing/automatic movement; forms/labels/autocomplete; error identification/prevention; status messages; authentication; plain language; consistent navigation/help; media controls cross-reference; data presentation; mobile/virtual-keyboard cross-reference; profile consistency';match=True | Roadmap prompt:group='KBDL-006';ledger='KBDL-006';match=True | Lifecycle status:group='Approved';ledger='Approved';match=True | Validation classification:group='Not verified';ledger='Not verified';match=True,6777b674c6aa1bfacdfc478aaac96b4d2a0f405a2b49cb1568f5a5c51babb0f1,True,None
KBDL-A11Y-021,53,Blueprint section:group='Forced-colors/high-contrast policy; preferred enhanced target size; preferred accessibility testing matrix';ledger='Forced-colors/high-contrast policy; preferred enhanced target size; preferred accessibility testing matrix';match=True | Roadmap prompt:group='KBDL-006';ledger='KBDL-006';match=True | Lifecycle status:group='Recommended';ledger='Recommended';match=True | Validation classification:group='Not applicable';ledger='Not applicable';match=True,b29234d6fc12788ec42e1bd277f91a531dd9cf9ec4c294cb53584238652e24f4,True,None
KBDL-A11Y-022,52,Blueprint section:group='Text alternatives; captions; semantic structure; landmarks; reading/focus order; color independence; text/non-text contrast; focus visibility/obscuration; text spacing; keyboard operability/traps/bypass; pointer cancellation; dragging/gesture alternatives; motion actuation; reduced-motion cross-reference; flashing; timing/automatic movement; forms/labels/autocomplete; error identification/prevention; status messages; authentication; plain language; consistent navigation/help; media controls cross-reference; data presentation; mobile/virtual-keyboard cross-reference; profile consistency';ledger='Text alternatives; captions; semantic structure; landmarks; reading/focus order; color independence; text/non-text contrast; focus visibility/obscuration; text spacing; keyboard operability/traps/bypass; pointer cancellation; dragging/gesture alternatives; motion actuation; reduced-motion cross-reference; flashing; timing/automatic movement; forms/labels/autocomplete; error identification/prevention; status messages; authentication; plain language; consistent navigation/help; media controls cross-reference; data presentation; mobile/virtual-keyboard cross-reference; profile consistency';match=True | Roadmap prompt:group='KBDL-006';ledger='KBDL-006';match=True | Lifecycle status:group='Approved';ledger='Approved';match=True | Validation classification:group='Not verified';ledger='Not verified';match=True,6c297e36114a21f71b77a6ff7bd99ba093628bdfaa060eef6d38acba83de7989,True,None
KBDL-A11Y-023,52,Blueprint section:group='Text alternatives; captions; semantic structure; landmarks; reading/focus order; color independence; text/non-text contrast; focus visibility/obscuration; text spacing; keyboard operability/traps/bypass; pointer cancellation; dragging/gesture alternatives; motion actuation; reduced-motion cross-reference; flashing; timing/automatic movement; forms/labels/autocomplete; error identification/prevention; status messages; authentication; plain language; consistent navigation/help; media controls cross-reference; data presentation; mobile/virtual-keyboard cross-reference; profile consistency';ledger='Text alternatives; captions; semantic structure; landmarks; reading/focus order; color independence; text/non-text contrast; focus visibility/obscuration; text spacing; keyboard operability/traps/bypass; pointer cancellation; dragging/gesture alternatives; motion actuation; reduced-motion cross-reference; flashing; timing/automatic movement; forms/labels/autocomplete; error identification/prevention; status messages; authentication; plain language; consistent navigation/help; media controls cross-reference; data presentation; mobile/virtual-keyboard cross-reference; profile consistency';match=True | Roadmap prompt:group='KBDL-006';ledger='KBDL-006';match=True | Lifecycle status:group='Approved';ledger='Approved';match=True | Validation classification:group='Not verified';ledger='Not verified';match=True,f98809c1c76b3137e3ed69f34d0bf02396c6f2c4f3df949edbde1225e26603a5,True,None
KBDL-A11Y-024,52,Blueprint section:group='Text alternatives; captions; semantic structure; landmarks; reading/focus order; color independence; text/non-text contrast; focus visibility/obscuration; text spacing; keyboard operability/traps/bypass; pointer cancellation; dragging/gesture alternatives; motion actuation; reduced-motion cross-reference; flashing; timing/automatic movement; forms/labels/autocomplete; error identification/prevention; status messages; authentication; plain language; consistent navigation/help; media controls cross-reference; data presentation; mobile/virtual-keyboard cross-reference; profile consistency';ledger='Text alternatives; captions; semantic structure; landmarks; reading/focus order; color independence; text/non-text contrast; focus visibility/obscuration; text spacing; keyboard operability/traps/bypass; pointer cancellation; dragging/gesture alternatives; motion actuation; reduced-motion cross-reference; flashing; timing/automatic movement; forms/labels/autocomplete; error identification/prevention; status messages; authentication; plain language; consistent navigation/help; media controls cross-reference; data presentation; mobile/virtual-keyboard cross-reference; profile consistency';match=True | Roadmap prompt:group='KBDL-006';ledger='KBDL-006';match=True | Lifecycle status:group='Approved';ledger='Approved';match=True | Validation classification:group='Not verified';ledger='Not verified';match=True,c258a24dc8f07c72dfa08f935953931d0e3aee27617b38b0fcd996038479121b,True,None
KBDL-A11Y-025,52,Blueprint section:group='Text alternatives; captions; semantic structure; landmarks; reading/focus order; color independence; text/non-text contrast; focus visibility/obscuration; text spacing; keyboard operability/traps/bypass; pointer cancellation; dragging/gesture alternatives; motion actuation; reduced-motion cross-reference; flashing; timing/automatic movement; forms/labels/autocomplete; error identification/prevention; status messages; authentication; plain language; consistent navigation/help; media controls cross-reference; data presentation; mobile/virtual-keyboard cross-reference; profile consistency';ledger='Text alternatives; captions; semantic structure; landmarks; reading/focus order; color independence; text/non-text contrast; focus visibility/obscuration; text spacing; keyboard operability/traps/bypass; pointer cancellation; dragging/gesture alternatives; motion actuation; reduced-motion cross-reference; flashing; timing/automatic movement; forms/labels/autocomplete; error identification/prevention; status messages; authentication; plain language; consistent navigation/help; media controls cross-reference; data presentation; mobile/virtual-keyboard cross-reference; profile consistency';match=True | Roadmap prompt:group='KBDL-006';ledger='KBDL-006';match=True | Lifecycle status:group='Approved';ledger='Approved';match=True | Validation classification:group='Not verified';ledger='Not verified';match=True,58cdee6fdf98c7e8de0efd9569de407de425787ca6e30d9bee2b270edd830fa7,True,None
