Requirement ID,Lifecycle/readiness class,Ledger packet destination,Derived packet rows,Exact resolved source,Contingent,Deferred,Result
KBDL-CMP-042,Approved,None — Approved,"[{""Document"": ""traceability-matrix.md"", ""Line"": 882, ""Item numbers"": [], ""Row"": ""- **Validation status:** Not verified: KBDL-CMP-038, KBDL-CMP-039, KBDL-CMP-040, KBDL-CMP-042, KBDL-CMP-043, KBDL-CMP-045, KBDL-CMP-047, KBDL-CMP-049; Not applicable: KBDL-CMP-041, KBDL-CMP-044, KBDL-CMP-046, KBDL-CMP-048""}, {""Document"": ""components-core.md"", ""Line"": 1102, ""Item numbers"": [], ""Row"": ""Status: `Approved` (`KBDL-CMP-042`).""}, {""Document"": ""components-core.md"", ""Line"": 1818, ""Item numbers"": [], ""Row"": ""- **KBDL-CMP-042** — Local/section navigation **must** use a distinctly""}]",Explicit None permitted only for Approved,False,False,PASS
KBDL-CMP-043,Approved,None — Approved,"[{""Document"": ""traceability-matrix.md"", ""Line"": 882, ""Item numbers"": [], ""Row"": ""- **Validation status:** Not verified: KBDL-CMP-038, KBDL-CMP-039, KBDL-CMP-040, KBDL-CMP-042, KBDL-CMP-043, KBDL-CMP-045, KBDL-CMP-047, KBDL-CMP-049; Not applicable: KBDL-CMP-041, KBDL-CMP-044, KBDL-CMP-046, KBDL-CMP-048""}, {""Document"": ""components-core.md"", ""Line"": 1122, ""Item numbers"": [], ""Row"": ""Status: `Approved` core (`KBDL-CMP-043`, restates ordered-list/current-item""}, {""Document"": ""components-core.md"", ""Line"": 1827, ""Item numbers"": [], ""Row"": ""- **KBDL-CMP-043** — Breadcrumb **must** use ordered-list semantics and""}, {""Document"": ""components-core.md"", ""Line"": 1841, ""Item numbers"": [], ""Row"": ""- Related requirement: `KBDL-CMP-043`.""}]",Explicit None permitted only for Approved,False,False,PASS
KBDL-CMP-044,Recommended,components-core.md — 35.2 Recommended Decisions — Ready for Approval — item 7,"[{""Document"": ""profiles.md"", ""Line"": 1241, ""Item numbers"": [], ""Row"": ""| `KBDL-CMP-044` (breadcrumb truncation model) | Not referenced | Not applicable | None | No | Unapproved | Not used |""}, {""Document"": ""customization.md"", ""Line"": 650, ""Item numbers"": [], ""Row"": ""All remain `Recommended`; normative use is **No**: `KBDL-CMP-015`, `KBDL-CMP-017`, `KBDL-CMP-020`, `KBDL-CMP-025`, `KBDL-CMP-029`, `KBDL-CMP-036`, `KBDL-CMP-041`, `KBDL-CMP-044`, `KBDL-CMP-046`, `KBDL-CMP-048`. Their button, label, group, search, combobox, action-row, navigation, breadcrumb, tabs, and pagination policies are excluded. `KBDL-CMP-041` remains contingent and not independently approval-ready.""}, {""Document"": ""traceability-matrix.md"", ""Line"": 882, ""Item numbers"": [], ""Row"": ""- **Validation status:** Not verified: KBDL-CMP-038, KBDL-CMP-039, KBDL-CMP-040, KBDL-CMP-042, KBDL-CMP-043, KBDL-CMP-045, KBDL-CMP-047, KBDL-CMP-049; Not applicable: KBDL-CMP-041, KBDL-CMP-044, KBDL-CMP-046, KBDL-CMP-048""}, {""Document"": ""traceability-matrix.md"", ""Line"": 887, ""Item numbers"": [], ""Row"": ""- **Notes:** `KBDL-CMP-044`, `046`, `048` map to approval-ready [KBDL-007 decision packet](components-core.md#35-kbdl-007-decision-packet) items 7, 2, and 8 respectively. `KBDL-CMP-041` maps to a contingent, not-approval-ready item in [§35.3](components-core.md#353-unresolved-or-not-approval-ready) — it remains `Recommended`, but cannot be approved through the KBDL-007 packet until its `KBDL-RSP-002`/`008` dependencies are approved or replaced.""}, {""Document"": ""components-core.md"", ""Line"": 1123, ""Item numbers"": [], ""Row"": ""semantics). `Recommended` for the truncation model (`KBDL-CMP-044`).""}, {""Document"": ""components-core.md"", ""Line"": 1836, ""Item numbers"": [], ""Row"": ""- **KBDL-CMP-044** — A breadcrumb truncation model that preserves access""}, {""Document"": ""components-core.md"", ""Line"": 1979, ""Item numbers"": [7], ""Row"": ""| 7 | Breadcrumb truncation model | Adopt collapsing middle levels behind a single overflow control (e.g., an ellipsis trigger) that reveals all hidden levels, never removing them (`KBDL-CMP-044`) | Preserves full hierarchy access while managing space at `compact` | Silently dropping middle levels (rejected — loses navigable history); horizontal scroll (rejected — awkward for a short list) | Overflow trigger itself must follow the Disclosure Trigger contract | Overflow trigger inherits the already-Approved disclosure accessibility contract | Depends on approved breakpoint values for exact trigger point | None | None | None | Applies identically across profiles | `KBDL-CMP-021` | `KBDL-CMP-044` | Item 7 only |""}, {""Document"": ""components-core.md"", ""Line"": 1979, ""Item numbers"": [7], ""Row"": ""| 7 | Breadcrumb truncation model | Adopt collapsing middle levels behind a single overflow control (e.g., an ellipsis trigger) that reveals all hidden levels, never removing them (`KBDL-CMP-044`) | Preserves full hierarchy access while managing space at `compact` | Silently dropping middle levels (rejected — loses navigable history); horizontal scroll (rejected — awkward for a short list) | Overflow trigger itself must follow the Disclosure Trigger contract | Overflow trigger inherits the already-Approved disclosure accessibility contract | Depends on approved breakpoint values for exact trigger point | None | None | None | Applies identically across profiles | `KBDL-CMP-021` | `KBDL-CMP-044` | Item 7 only |""}, {""Document"": ""components-core.md"", ""Line"": 2078, ""Item numbers"": [], ""Row"": ""| `KBDL-CMP-044` | 7 | Yes | None |""}, {""Document"": ""components-system.md"", ""Line"": 1827, ""Item numbers"": [], ""Row"": ""| `KBDL-CMP-044` (breadcrumb truncation model) | Not referenced | Not used |""}]",components-core.md:1979 item=[7]; components-core.md:1979 item=[7],False,False,PASS
KBDL-CMP-045,Approved,None — Approved,"[{""Document"": ""traceability-matrix.md"", ""Line"": 882, ""Item numbers"": [], ""Row"": ""- **Validation status:** Not verified: KBDL-CMP-038, KBDL-CMP-039, KBDL-CMP-040, KBDL-CMP-042, KBDL-CMP-043, KBDL-CMP-045, KBDL-CMP-047, KBDL-CMP-049; Not applicable: KBDL-CMP-041, KBDL-CMP-044, KBDL-CMP-046, KBDL-CMP-048""}, {""Document"": ""components-core.md"", ""Line"": 1145, ""Item numbers"": [], ""Row"": ""Status: `Approved` core (`KBDL-CMP-045`, directly restates the WAI-ARIA""}, {""Document"": ""components-core.md"", ""Line"": 1846, ""Item numbers"": [], ""Row"": ""- **KBDL-CMP-045** — Tabs **must** use the tablist/tab/tabpanel role""}, {""Document"": ""components-core.md"", ""Line"": 1860, ""Item numbers"": [], ""Row"": ""- Related requirement: `KBDL-CMP-045`.""}, {""Document"": ""components-core.md"", ""Line"": 1974, ""Item numbers"": [2], ""Row"": ""| 2 | Tabs activation model | Adopt manual activation (arrow keys move focus; a separate key/click activates the panel) as the default, per APG guidance for asynchronous panel content (`KBDL-CMP-046`) | Reduces unintended panel loads while navigating with arrow keys, per APG recommendation for panels with non-trivial load cost | Automatic activation (rejected as the sole default — can trigger unwanted loads while arrow-key browsing, though valid for lightweight panels) | Requires clear instructions/affordance for users on how to activate a focused-but-not-yet-active tab | None beyond APG's own guidance, which this follows | None | None | None | None | Applies identically across profiles | `KBDL-CMP-045` | `KBDL-CMP-046` | Item 2 only |""}]",Explicit None permitted only for Approved,False,False,PASS
KBDL-CMP-046,Recommended,components-core.md — 35.2 Recommended Decisions — Ready for Approval — item 2,"[{""Document"": ""profiles.md"", ""Line"": 1242, ""Item numbers"": [], ""Row"": ""| `KBDL-CMP-046` (tabs activation model) | Not referenced (Precision's Tabs use remains KBDL-007 scope; no profile-specific activation variant introduced) | Not applicable | None | No | Unapproved | Not used |""}, {""Document"": ""customization.md"", ""Line"": 650, ""Item numbers"": [], ""Row"": ""All remain `Recommended`; normative use is **No**: `KBDL-CMP-015`, `KBDL-CMP-017`, `KBDL-CMP-020`, `KBDL-CMP-025`, `KBDL-CMP-029`, `KBDL-CMP-036`, `KBDL-CMP-041`, `KBDL-CMP-044`, `KBDL-CMP-046`, `KBDL-CMP-048`. Their button, label, group, search, combobox, action-row, navigation, breadcrumb, tabs, and pagination policies are excluded. `KBDL-CMP-041` remains contingent and not independently approval-ready.""}, {""Document"": ""traceability-matrix.md"", ""Line"": 882, ""Item numbers"": [], ""Row"": ""- **Validation status:** Not verified: KBDL-CMP-038, KBDL-CMP-039, KBDL-CMP-040, KBDL-CMP-042, KBDL-CMP-043, KBDL-CMP-045, KBDL-CMP-047, KBDL-CMP-049; Not applicable: KBDL-CMP-041, KBDL-CMP-044, KBDL-CMP-046, KBDL-CMP-048""}, {""Document"": ""components-core.md"", ""Line"": 1147, ""Item numbers"": [], ""Row"": ""activation-model choice (`KBDL-CMP-046`).""}, {""Document"": ""components-core.md"", ""Line"": 1856, ""Item numbers"": [], ""Row"": ""- **KBDL-CMP-046** — Whether tabs use automatic or manual activation is""}, {""Document"": ""components-core.md"", ""Line"": 1974, ""Item numbers"": [2], ""Row"": ""| 2 | Tabs activation model | Adopt manual activation (arrow keys move focus; a separate key/click activates the panel) as the default, per APG guidance for asynchronous panel content (`KBDL-CMP-046`) | Reduces unintended panel loads while navigating with arrow keys, per APG recommendation for panels with non-trivial load cost | Automatic activation (rejected as the sole default — can trigger unwanted loads while arrow-key browsing, though valid for lightweight panels) | Requires clear instructions/affordance for users on how to activate a focused-but-not-yet-active tab | None beyond APG's own guidance, which this follows | None | None | None | None | Applies identically across profiles | `KBDL-CMP-045` | `KBDL-CMP-046` | Item 2 only |""}, {""Document"": ""components-core.md"", ""Line"": 1974, ""Item numbers"": [2], ""Row"": ""| 2 | Tabs activation model | Adopt manual activation (arrow keys move focus; a separate key/click activates the panel) as the default, per APG guidance for asynchronous panel content (`KBDL-CMP-046`) | Reduces unintended panel loads while navigating with arrow keys, per APG recommendation for panels with non-trivial load cost | Automatic activation (rejected as the sole default — can trigger unwanted loads while arrow-key browsing, though valid for lightweight panels) | Requires clear instructions/affordance for users on how to activate a focused-but-not-yet-active tab | None beyond APG's own guidance, which this follows | None | None | None | None | Applies identically across profiles | `KBDL-CMP-045` | `KBDL-CMP-046` | Item 2 only |""}, {""Document"": ""components-core.md"", ""Line"": 2073, ""Item numbers"": [], ""Row"": ""| `KBDL-CMP-046` | 2 | Yes | None |""}, {""Document"": ""components-system.md"", ""Line"": 1828, ""Item numbers"": [], ""Row"": ""| `KBDL-CMP-046` (tabs activation model) | Not referenced (Tabs remain KBDL-007 scope; this document does not add an \""overlay tabs\"" variant) | Not used |""}]",components-core.md:1974 item=[2]; components-core.md:1974 item=[2],False,False,PASS
KBDL-CMP-047,Approved,None — Approved,"[{""Document"": ""traceability-matrix.md"", ""Line"": 882, ""Item numbers"": [], ""Row"": ""- **Validation status:** Not verified: KBDL-CMP-038, KBDL-CMP-039, KBDL-CMP-040, KBDL-CMP-042, KBDL-CMP-043, KBDL-CMP-045, KBDL-CMP-047, KBDL-CMP-049; Not applicable: KBDL-CMP-041, KBDL-CMP-044, KBDL-CMP-046, KBDL-CMP-048""}, {""Document"": ""components-core.md"", ""Line"": 1184, ""Item numbers"": [], ""Row"": ""Status: `Approved` core (`KBDL-CMP-047`, restates landmark and""}, {""Document"": ""components-core.md"", ""Line"": 1865, ""Item numbers"": [], ""Row"": ""- **KBDL-CMP-047** — Pagination **must** use a labeled landmark and""}, {""Document"": ""components-core.md"", ""Line"": 1879, ""Item numbers"": [], ""Row"": ""- Related requirement: `KBDL-CMP-047`.""}, {""Document"": ""components-core.md"", ""Line"": 1980, ""Item numbers"": [8], ""Row"": ""| 8 | Pagination truncation model | Adopt an ellipsis-based truncation showing first, last, current, and immediate neighbors, with the ellipsis itself non-interactive text (`KBDL-CMP-048`) | Common, well-understood pattern that preserves orientation without excessive control count | Showing every page number always (rejected — unusable for very large sets); a \""load more\"" model only (rejected — loses direct page access) | None significant | Ellipsis must not be the only way to reach hidden pages — a documented current-page/total-count text should remain available | None | None | None | None | Applies identically across profiles | `KBDL-CMP-047` | `KBDL-CMP-048` | Item 8 only |""}]",Explicit None permitted only for Approved,False,False,PASS
KBDL-CMP-048,Recommended,components-core.md — 35.2 Recommended Decisions — Ready for Approval — item 8,"[{""Document"": ""profiles.md"", ""Line"": 1243, ""Item numbers"": [], ""Row"": ""| `KBDL-CMP-048` (pagination truncation model) | Not referenced | Not applicable | None | No | Unapproved | Not used |""}, {""Document"": ""customization.md"", ""Line"": 650, ""Item numbers"": [], ""Row"": ""All remain `Recommended`; normative use is **No**: `KBDL-CMP-015`, `KBDL-CMP-017`, `KBDL-CMP-020`, `KBDL-CMP-025`, `KBDL-CMP-029`, `KBDL-CMP-036`, `KBDL-CMP-041`, `KBDL-CMP-044`, `KBDL-CMP-046`, `KBDL-CMP-048`. Their button, label, group, search, combobox, action-row, navigation, breadcrumb, tabs, and pagination policies are excluded. `KBDL-CMP-041` remains contingent and not independently approval-ready.""}, {""Document"": ""traceability-matrix.md"", ""Line"": 882, ""Item numbers"": [], ""Row"": ""- **Validation status:** Not verified: KBDL-CMP-038, KBDL-CMP-039, KBDL-CMP-040, KBDL-CMP-042, KBDL-CMP-043, KBDL-CMP-045, KBDL-CMP-047, KBDL-CMP-049; Not applicable: KBDL-CMP-041, KBDL-CMP-044, KBDL-CMP-046, KBDL-CMP-048""}, {""Document"": ""components-core.md"", ""Line"": 1186, ""Item numbers"": [], ""Row"": ""(`KBDL-CMP-048`).""}, {""Document"": ""components-core.md"", ""Line"": 1874, ""Item numbers"": [], ""Row"": ""- **KBDL-CMP-048** — A pagination truncation model that never hides the""}, {""Document"": ""components-core.md"", ""Line"": 1980, ""Item numbers"": [8], ""Row"": ""| 8 | Pagination truncation model | Adopt an ellipsis-based truncation showing first, last, current, and immediate neighbors, with the ellipsis itself non-interactive text (`KBDL-CMP-048`) | Common, well-understood pattern that preserves orientation without excessive control count | Showing every page number always (rejected — unusable for very large sets); a \""load more\"" model only (rejected — loses direct page access) | None significant | Ellipsis must not be the only way to reach hidden pages — a documented current-page/total-count text should remain available | None | None | None | None | Applies identically across profiles | `KBDL-CMP-047` | `KBDL-CMP-048` | Item 8 only |""}, {""Document"": ""components-core.md"", ""Line"": 1980, ""Item numbers"": [8], ""Row"": ""| 8 | Pagination truncation model | Adopt an ellipsis-based truncation showing first, last, current, and immediate neighbors, with the ellipsis itself non-interactive text (`KBDL-CMP-048`) | Common, well-understood pattern that preserves orientation without excessive control count | Showing every page number always (rejected — unusable for very large sets); a \""load more\"" model only (rejected — loses direct page access) | None significant | Ellipsis must not be the only way to reach hidden pages — a documented current-page/total-count text should remain available | None | None | None | None | Applies identically across profiles | `KBDL-CMP-047` | `KBDL-CMP-048` | Item 8 only |""}, {""Document"": ""components-core.md"", ""Line"": 2079, ""Item numbers"": [], ""Row"": ""| `KBDL-CMP-048` | 8 | Yes | None |""}, {""Document"": ""components-system.md"", ""Line"": 1829, ""Item numbers"": [], ""Row"": ""| `KBDL-CMP-048` (pagination truncation model) | Not referenced | Not used |""}]",components-core.md:1980 item=[8]; components-core.md:1980 item=[8],False,False,PASS
KBDL-CMP-049,Approved,None — Approved,"[{""Document"": ""traceability-matrix.md"", ""Line"": 874, ""Item numbers"": [], ""Row"": ""### Navigation components (KBDL-CMP-038 through KBDL-CMP-049)""}, {""Document"": ""traceability-matrix.md"", ""Line"": 882, ""Item numbers"": [], ""Row"": ""- **Validation status:** Not verified: KBDL-CMP-038, KBDL-CMP-039, KBDL-CMP-040, KBDL-CMP-042, KBDL-CMP-043, KBDL-CMP-045, KBDL-CMP-047, KBDL-CMP-049; Not applicable: KBDL-CMP-041, KBDL-CMP-044, KBDL-CMP-046, KBDL-CMP-048""}, {""Document"": ""components-core.md"", ""Line"": 1214, ""Item numbers"": [], ""Row"": ""Status: `Approved` (`KBDL-CMP-049`).""}, {""Document"": ""components-core.md"", ""Line"": 1884, ""Item numbers"": [], ""Row"": ""- **KBDL-CMP-049** — A back link's destination **must** be""}]",Explicit None permitted only for Approved,False,False,PASS
KBDL-CMP-050,Approved,None — Approved,"[{""Document"": ""traceability-matrix.md"", ""Line"": 829, ""Item numbers"": [], ""Row"": ""### Shared component contract and cross-cutting rules (KBDL-CMP-001 through KBDL-CMP-013, KBDL-CMP-050, KBDL-CMP-051)""}, {""Document"": ""traceability-matrix.md"", ""Line"": 837, ""Item numbers"": [], ""Row"": ""- **Validation status:** Not verified: KBDL-CMP-001, KBDL-CMP-002, KBDL-CMP-003, KBDL-CMP-004, KBDL-CMP-006, KBDL-CMP-007, KBDL-CMP-008, KBDL-CMP-009, KBDL-CMP-010, KBDL-CMP-011, KBDL-CMP-012, KBDL-CMP-013, KBDL-CMP-051; Not applicable: KBDL-CMP-005, KBDL-CMP-050""}, {""Document"": ""components-core.md"", ""Line"": 1234, ""Item numbers"": [], ""Row"": ""Status: `Approved` (`KBDL-CMP-050`, restates the shared contract and""}, {""Document"": ""components-core.md"", ""Line"": 1893, ""Item numbers"": [], ""Row"": ""- **KBDL-CMP-050** — Composing in-scope components **must not** alter""}, {""Document"": ""components-system.md"", ""Line"": 1452, ""Item numbers"": [], ""Row"": ""the already-Approved KBDL-007 composition rule (`KBDL-CMP-050`).""}]",Explicit None permitted only for Approved,False,False,PASS
KBDL-CMP-051,Approved,None — Approved,"[{""Document"": ""profiles.md"", ""Line"": 43, ""Item numbers"": [], ""Row"": ""(`KBDL-CMP-051`), and""}, {""Document"": ""profiles.md"", ""Line"": 72, ""Item numbers"": [], ""Row"": ""profile-consistency rule (`KBDL-CMP-051`); and KBDL-008's""}, {""Document"": ""profiles.md"", ""Line"": 149, ""Item numbers"": [], ""Row"": ""- Authority: restates and consolidates the already-Approved `KBDL-PRN-007`, `KBDL-FND-008`, `KBDL-THM-006`, `KBDL-MOT-026`, `KBDL-A11Y-040`, `KBDL-CMP-051`, and `KBDL-CMP-066`, each of which independently requires shared architecture in its own module""}, {""Document"": ""profiles.md"", ""Line"": 150, ""Item numbers"": [], ""Row"": ""- Related requirement: `KBDL-PRN-007`, `KBDL-FND-008`, `KBDL-THM-006`, `KBDL-MOT-026`, `KBDL-A11Y-040`, `KBDL-CMP-051`, `KBDL-CMP-066`.""}, {""Document"": ""profiles.md"", ""Line"": 343, ""Item numbers"": [], ""Row"": ""component semantics and anatomy (`KBDL-CMP-051`); and system-component""}, {""Document"": ""profiles.md"", ""Line"": 385, ""Item numbers"": [], ""Row"": ""- Authority: restates the already-Approved `KBDL-CMP-051`, `KBDL-CMP-066`, `KBDL-CMP-055` hover-independent- discoverability prohibition, `KBDL-CMP-072` tooltip-naming- independence rule, and `KBDL-CMP-107` carousel pause/stop/hide requirement""}, {""Document"": ""profiles.md"", ""Line"": 386, ""Item numbers"": [], ""Row"": ""- Related requirement: `KBDL-CMP-051`, `KBDL-CMP-055`, `KBDL-CMP-066`, `KBDL-CMP-072`, `KBDL-CMP-107`.""}, {""Document"": ""profiles.md"", ""Line"": 443, ""Item numbers"": [], ""Row"": ""- Authority: restates the already-Approved `KBDL-CMP-051`, `KBDL-CMP-066`, `KBDL-CMP-010` WCAG 24×24 target- size minimum, `KBDL-CMP-070` native-table/grid-misuse prohibition, and `KBDL-CMP-055` hover-independent-discoverability prohibition""}, {""Document"": ""profiles.md"", ""Line"": 444, ""Item numbers"": [], ""Row"": ""- Related requirement: `KBDL-CMP-010`, `KBDL-CMP-051`, `KBDL-CMP-055`, `KBDL-CMP-066`, `KBDL-CMP-070`.""}, {""Document"": ""profiles.md"", ""Line"": 500, ""Item numbers"": [], ""Row"": ""- Authority: restates the already-Approved `KBDL-CMP-051`, `KBDL-CMP-066`, and `KBDL-CMP-090` toast critical-information-persistence requirement""}, {""Document"": ""profiles.md"", ""Line"": 501, ""Item numbers"": [], ""Row"": ""- Related requirement: `KBDL-CMP-051`, `KBDL-CMP-066`, `KBDL-CMP-090`.""}, {""Document"": ""profiles.md"", ""Line"": 694, ""Item numbers"": [], ""Row"": ""`KBDL-CMP-051`. Profiles may adjust visual emphasis, density, and""}, {""Document"": ""profiles.md"", ""Line"": 708, ""Item numbers"": [], ""Row"": ""- Authority: restates and extends the already- Approved `KBDL-CMP-051` explicitly to this module's own mapping""}, {""Document"": ""profiles.md"", ""Line"": 709, ""Item numbers"": [], ""Row"": ""- Related requirement: `KBDL-CMP-051`.""}, {""Document"": ""profiles.md"", ""Line"": 982, ""Item numbers"": [], ""Row"": ""`KBDL-CMP-051`. *Correction:* Use only the shared anatomy; express""}, {""Document"": ""profiles.md"", ""Line"": 1063, ""Item numbers"": [], ""Row"": ""| KBDL-007 components | `KBDL-CMP-051`, full semantic/anatomy contract | Confirmed — [§20](#20-core-component-mapping) | Confirmed — [§36](#36-kbdl-007-approval-boundary-audit) | Confirmed |""}, {""Document"": ""profiles.md"", ""Line"": 1079, ""Item numbers"": [], ""Row"": ""| Component semantics (`KBDL-CMP-051`) | Manual semantic-contract review | Not verified |""}, {""Document"": ""profiles.md"", ""Line"": 1080, ""Item numbers"": [], ""Row"": ""| Component anatomy (`KBDL-CMP-051`) | Manual anatomy review | Not verified |""}, {""Document"": ""traceability-matrix.md"", ""Line"": 829, ""Item numbers"": [], ""Row"": ""### Shared component contract and cross-cutting rules (KBDL-CMP-001 through KBDL-CMP-013, KBDL-CMP-050, KBDL-CMP-051)""}, {""Document"": ""traceability-matrix.md"", ""Line"": 837, ""Item numbers"": [], ""Row"": ""- **Validation status:** Not verified: KBDL-CMP-001, KBDL-CMP-002, KBDL-CMP-003, KBDL-CMP-004, KBDL-CMP-006, KBDL-CMP-007, KBDL-CMP-008, KBDL-CMP-009, KBDL-CMP-010, KBDL-CMP-011, KBDL-CMP-012, KBDL-CMP-013, KBDL-CMP-051; Not applicable: KBDL-CMP-005, KBDL-CMP-050""}, {""Document"": ""traceability-matrix.md"", ""Line"": 947, ""Item numbers"": [], ""Row"": ""- **Approval status:** `KBDL-CMP-063`, `064`, `066`, `097`, `103`, `104`, `107`, `109` Approved (restate `KBDL-A11Y-031`, the locked component-state-clarity rule, WCAG 2.2.2/1.4.1/1.3.1/2.1.1, the existing KBDL correctness/safety and security principles, the existing Data-display theme roles, and the already-Approved `KBDL-CMP-051` profile-consistency rule); `KBDL-CMP-100` Approved with mixed authority (preserving entered query/filter criteria is authorized by the approved KBDL-008 prompt's explicit No-Results State requirement, with WCAG 3.3.7 cited only as supporting analogy, not a direct restatement); `KBDL-CMP-101` Approved with mixed authority (error identification restates WCAG 3.3.1; the recoverable/blocking classification and retry/alternative-action requirement are authorized by the approved KBDL-008 prompt's explicit Error State requirements and the already-Approved Technical Utility recovery-support principle; the no-diagnostic-exposure clause restates `KBDL-CMP-064`); `KBDL-CMP-099` (empty-state taxonomy), `102` (error/system-state severity taxonomy), `105` (grid-versus-table threshold), `106` (treegrid justification threshold), `108` (carousel auto-rotation policy), `110` (data-visualization interaction model), `111` (responsive transformation policy) Recommended (new, discretionary component-level taxonomy, threshold, or policy not mandated by the approved prompt)""}, {""Document"": ""traceability-matrix.md"", ""Line"": 969, ""Item numbers"": [], ""Row"": ""- **Approval status:** `KBDL-PRO-001`–`008` Approved (restate the already-Approved `KBDL-PRN-007`, `KBDL-FND-008`, `KBDL-THM-006`, `KBDL-MOT-026`, `KBDL-A11Y-040`, `KBDL-CMP-051`, `KBDL-CMP-066`, and explicit mandatory clauses of the approved KBDL-009 prompt); `KBDL-PRO-009` (primary/secondary/hybrid policy) Recommended (new governance policy)""}, {""Document"": ""traceability-matrix.md"", ""Line"": 977, ""Item numbers"": [], ""Row"": ""- **Related prior requirements:** `KBDL-PRN-007`, `KBDL-FND-008`, `KBDL-THM-006`, `KBDL-MOT-026`, `KBDL-A11Y-040`, `KBDL-CMP-051`, `KBDL-CMP-066`.""}, {""Document"": ""traceability-matrix.md"", ""Line"": 990, ""Item numbers"": [], ""Row"": ""- **Approval status:** `KBDL-PRO-010`–`015` Approved (consolidate the already-Approved per-profile interpretation in principles.md, foundations/README.md, themes/README.md, motion/patterns.md, responsive.md, and the already-Approved `KBDL-CMP-051`/`066`/`010`/`055`/`070`/`072`/`090`/`107` component boundaries); `KBDL-PRO-016` (Showcase composition defaults), `017` (Precision density defaults), `018` (Flow action defaults) Recommended (new discretionary profile-specific defaults)""}, {""Document"": ""traceability-matrix.md"", ""Line"": 1011, ""Item numbers"": [], ""Row"": ""- **Approval status:** `KBDL-PRO-019`–`026` Approved (restate the already-Approved `KBDL-PRN-003`, `KBDL-CMP-051`, `066`, `101`, `103`, `KBDL-CMP-063`/`064`/`098`/`104`, `principles.md §8`, and `governance.md`'s exception process, plus explicit mandatory clauses of the approved KBDL-009 prompt); `KBDL-PRO-027` (change/migration governance), `028` (selection rubric), `029` (review cadence) Recommended (new discretionary governance policy)""}, {""Document"": ""traceability-matrix.md"", ""Line"": 1019, ""Item numbers"": [], ""Row"": ""- **Related prior requirements:** `KBDL-PRN-003`, `KBDL-PRN-006`, `KBDL-GOV-002`, `KBDL-GOV-003`, `KBDL-CMP-051`, `063`, `064`, `066`, `098`, `101`, `103`, `104`.""}, {""Document"": ""components-core.md"", ""Line"": 1248, ""Item numbers"": [], ""Row"": ""Status: `Approved` (`KBDL-CMP-051`, directly restates""}, {""Document"": ""components-core.md"", ""Line"": 1904, ""Item numbers"": [], ""Row"": ""- **KBDL-CMP-051** — Showcase, Precision, and Flow **must** share one""}, {""Document"": ""components-system.md"", ""Line"": 1456, ""Item numbers"": [], ""Row"": ""already-Approved `KBDL-CMP-051`. Showcase may use more expressive""}, {""Document"": ""components-system.md"", ""Line"": 1472, ""Item numbers"": [], ""Row"": ""profile-consistency requirement, `KBDL-CMP-051`, applied to this""}, {""Document"": ""components-system.md"", ""Line"": 1474, ""Item numbers"": [], ""Row"": ""- Related requirement: `KBDL-CMP-051` (KBDL-007).""}, {""Document"": ""components-system.md"", ""Line"": 2066, ""Item numbers"": [], ""Row"": ""already-Approved `KBDL-CMP-051` profile-consistency rule);""}]",Explicit None permitted only for Approved,False,False,PASS
