Requirement ID,Lifecycle/readiness class,Ledger packet destination,Derived packet rows,Exact resolved source,Contingent,Deferred,Result
KBDL-A11Y-020,Approved,None — Approved,"[{""Document"": ""accessibility.md"", ""Section"": ""492-recommended-decisions--ready-for-approval"", ""Section title"": ""49.2 Recommended Decisions — Ready for Approval"", ""Line"": 1154, ""Item numbers"": [1], ""Row"": ""| 1 | Preferred enhanced target size | Adopt a 44-by-44 CSS-pixel preferred target for primary actions, above the 24-by-24 WCAG minimum (`KBDL-A11Y-021`) | Improves touch usability beyond the floor, consistent with common platform guidance | Keep only the WCAG 24×24 minimum (rejected — KBDL-005/006 already prefer generous touch targets elsewhere) | Larger targets consume more layout space at `compact`; must be reconciled with [responsive.md §10](responsive.md#10-gutters-and-responsive-spacing) | Exceeds, never weakens, the WCAG floor | Interacts with spacing-compression limits | Not applicable | Not applicable | Negligible | `KBDL-A11Y-020` | `KBDL-A11Y-021` | Item 1 only — does not touch the WCAG-mandated minimum (`KBDL-A11Y-020`), which remains Approved and unaffected either way |""}, {""Document"": ""accessibility.md"", ""Section"": ""492-recommended-decisions--ready-for-approval"", ""Section title"": ""49.2 Recommended Decisions — Ready for Approval"", ""Line"": 1154, ""Item numbers"": [1], ""Row"": ""| 1 | Preferred enhanced target size | Adopt a 44-by-44 CSS-pixel preferred target for primary actions, above the 24-by-24 WCAG minimum (`KBDL-A11Y-021`) | Improves touch usability beyond the floor, consistent with common platform guidance | Keep only the WCAG 24×24 minimum (rejected — KBDL-005/006 already prefer generous touch targets elsewhere) | Larger targets consume more layout space at `compact`; must be reconciled with [responsive.md §10](responsive.md#10-gutters-and-responsive-spacing) | Exceeds, never weakens, the WCAG floor | Interacts with spacing-compression limits | Not applicable | Not applicable | Negligible | `KBDL-A11Y-020` | `KBDL-A11Y-021` | Item 1 only — does not touch the WCAG-mandated minimum (`KBDL-A11Y-020`), which remains Approved and unaffected either way |""}]",Explicit None permitted only for Approved,False,False,PASS
KBDL-A11Y-021,Recommended,accessibility.md — 49.2 Recommended Decisions — Ready for Approval — item 1,"[{""Document"": ""components-core.md"", ""Section"": ""353-unresolved-or-not-approval-ready"", ""Section title"": ""35.3 Unresolved or Not Approval-Ready"", ""Line"": 1998, ""Item numbers"": [], ""Row"": ""independently approval-ready)** — adopting the KBDL-006 `KBDL-A11Y-021`""}, {""Document"": ""components-core.md"", ""Section"": ""353-unresolved-or-not-approval-ready"", ""Section title"": ""35.3 Unresolved or Not Approval-Ready"", ""Line"": 2000, ""Item numbers"": [], ""Row"": ""variants, once `KBDL-A11Y-021` itself is approved. This item is""}, {""Document"": ""components-core.md"", ""Section"": ""353-unresolved-or-not-approval-ready"", ""Section title"": ""35.3 Unresolved or Not Approval-Ready"", ""Line"": 2006, ""Item numbers"": [], ""Row"": ""whether `KBDL-A11Y-021` is ever approved. It remains outside the exact""}, {""Document"": ""components-core.md"", ""Section"": ""353-unresolved-or-not-approval-ready"", ""Section title"": ""35.3 Unresolved or Not Approval-Ready"", ""Line"": 2008, ""Item numbers"": [], ""Row"": ""authority. Related: `KBDL-A11Y-021`, `KBDL-CMP-010`, `014`, `016`.""}, {""Document"": ""components-core.md"", ""Section"": ""36-deferred-and-unresolved-items"", ""Section title"": ""36. Deferred and Unresolved Items"", ""Line"": 2135, ""Item numbers"": [], ""Row"": ""unapproved `KBDL-A11Y-021`; not independently approval-ready and not a""}, {""Document"": ""accessibility.md"", ""Section"": ""492-recommended-decisions--ready-for-approval"", ""Section title"": ""49.2 Recommended Decisions — Ready for Approval"", ""Line"": 1154, ""Item numbers"": [1], ""Row"": ""| 1 | Preferred enhanced target size | Adopt a 44-by-44 CSS-pixel preferred target for primary actions, above the 24-by-24 WCAG minimum (`KBDL-A11Y-021`) | Improves touch usability beyond the floor, consistent with common platform guidance | Keep only the WCAG 24×24 minimum (rejected — KBDL-005/006 already prefer generous touch targets elsewhere) | Larger targets consume more layout space at `compact`; must be reconciled with [responsive.md §10](responsive.md#10-gutters-and-responsive-spacing) | Exceeds, never weakens, the WCAG floor | Interacts with spacing-compression limits | Not applicable | Not applicable | Negligible | `KBDL-A11Y-020` | `KBDL-A11Y-021` | Item 1 only — does not touch the WCAG-mandated minimum (`KBDL-A11Y-020`), which remains Approved and unaffected either way |""}, {""Document"": ""accessibility.md"", ""Section"": ""492-recommended-decisions--ready-for-approval"", ""Section title"": ""49.2 Recommended Decisions — Ready for Approval"", ""Line"": 1154, ""Item numbers"": [1], ""Row"": ""| 1 | Preferred enhanced target size | Adopt a 44-by-44 CSS-pixel preferred target for primary actions, above the 24-by-24 WCAG minimum (`KBDL-A11Y-021`) | Improves touch usability beyond the floor, consistent with common platform guidance | Keep only the WCAG 24×24 minimum (rejected — KBDL-005/006 already prefer generous touch targets elsewhere) | Larger targets consume more layout space at `compact`; must be reconciled with [responsive.md §10](responsive.md#10-gutters-and-responsive-spacing) | Exceeds, never weakens, the WCAG floor | Interacts with spacing-compression limits | Not applicable | Not applicable | Negligible | `KBDL-A11Y-020` | `KBDL-A11Y-021` | Item 1 only — does not touch the WCAG-mandated minimum (`KBDL-A11Y-020`), which remains Approved and unaffected either way |""}]",accessibility.md:1154 item=[1]; accessibility.md:1154 item=[1],False,False,PASS
KBDL-A11Y-022,Approved,None — Approved,[],Explicit None permitted only for Approved,False,False,PASS
KBDL-A11Y-023,Approved,None — Approved,[],Explicit None permitted only for Approved,False,False,PASS
KBDL-A11Y-024,Approved,None — Approved,[],Explicit None permitted only for Approved,False,False,PASS
KBDL-A11Y-025,Approved,None — Approved,[],Explicit None permitted only for Approved,False,False,PASS
KBDL-A11Y-026,Approved,None — Approved,[],Explicit None permitted only for Approved,False,False,PASS
KBDL-A11Y-027,Approved,None — Approved,[],Explicit None permitted only for Approved,False,False,PASS
KBDL-A11Y-028,Approved,None — Approved,[],Explicit None permitted only for Approved,False,False,PASS
KBDL-A11Y-029,Approved,None — Approved,[],Explicit None permitted only for Approved,False,False,PASS
KBDL-A11Y-030,Approved,None — Approved,[],Explicit None permitted only for Approved,False,False,PASS
KBDL-A11Y-031,Approved,None — Approved,[],Explicit None permitted only for Approved,False,False,PASS
KBDL-A11Y-032,Approved,None — Approved,[],Explicit None permitted only for Approved,False,False,PASS
KBDL-A11Y-033,Approved,None — Approved,[],Explicit None permitted only for Approved,False,False,PASS
KBDL-A11Y-034,Approved,None — Approved,[],Explicit None permitted only for Approved,False,False,PASS
KBDL-A11Y-035,Recommended,accessibility.md — 49.2 Recommended Decisions — Ready for Approval — item 3,"[{""Document"": ""profiles.md"", ""Section"": ""333-unresolved-or-not-approval-ready"", ""Section title"": ""33.3 Unresolved or Not Approval-Ready"", ""Line"": 1170, ""Item numbers"": [], ""Row"": ""the unapproved `KBDL-A11Y-035`.""}, {""Document"": ""profiles.md"", ""Section"": ""39-deferred-and-unresolved-items"", ""Section title"": ""39. Deferred and Unresolved Items"", ""Line"": 1342, ""Item numbers"": [], ""Row"": ""depend on unapproved `KBDL-A11Y-035`.""}, {""Document"": ""components-core.md"", ""Section"": ""353-unresolved-or-not-approval-ready"", ""Section title"": ""35.3 Unresolved or Not Approval-Ready"", ""Line"": 2025, ""Item numbers"": [], ""Row"": ""`KBDL-A11Y-035`, itself unapproved.""}, {""Document"": ""components-core.md"", ""Section"": ""36-deferred-and-unresolved-items"", ""Section title"": ""36. Deferred and Unresolved Items"", ""Line"": 2127, ""Item numbers"": [], ""Row"": ""`KBDL-A11Y-035`.""}, {""Document"": ""accessibility.md"", ""Section"": ""492-recommended-decisions--ready-for-approval"", ""Section title"": ""49.2 Recommended Decisions — Ready for Approval"", ""Line"": 1156, ""Item numbers"": [3], ""Row"": ""| 3 | Preferred accessibility testing matrix | Adopt a defined set of screen-reader/browser pairings to test once an implementation exists (`KBDL-A11Y-035`) | Gives future implementation work a concrete, repeatable testing target | No defined matrix (rejected — ad hoc testing risks inconsistent coverage) | Matrix will need periodic revision as products update | Ensures testing actually covers real assistive-technology combinations | Not applicable | Not applicable | Not applicable | Not applicable | None | `KBDL-A11Y-035` | Item 3 only — testing-process guidance only, not a conformance claim |""}, {""Document"": ""accessibility.md"", ""Section"": ""492-recommended-decisions--ready-for-approval"", ""Section title"": ""49.2 Recommended Decisions — Ready for Approval"", ""Line"": 1156, ""Item numbers"": [3], ""Row"": ""| 3 | Preferred accessibility testing matrix | Adopt a defined set of screen-reader/browser pairings to test once an implementation exists (`KBDL-A11Y-035`) | Gives future implementation work a concrete, repeatable testing target | No defined matrix (rejected — ad hoc testing risks inconsistent coverage) | Matrix will need periodic revision as products update | Ensures testing actually covers real assistive-technology combinations | Not applicable | Not applicable | Not applicable | Not applicable | None | `KBDL-A11Y-035` | Item 3 only — testing-process guidance only, not a conformance claim |""}, {""Document"": ""components-system.md"", ""Section"": ""333-unresolved-or-not-approval-ready"", ""Section title"": ""33.3 Unresolved or Not Approval-Ready"", ""Line"": 1723, ""Item numbers"": [], ""Row"": ""— depends on the still-unapproved `KBDL-A11Y-035`.""}, {""Document"": ""components-system.md"", ""Section"": ""40-deferred-and-unresolved-items"", ""Section title"": ""40. Deferred and Unresolved Items"", ""Line"": 1908, ""Item numbers"": [], ""Row"": ""`KBDL-A11Y-035`.""}]",accessibility.md:1156 item=[3]; accessibility.md:1156 item=[3],False,False,PASS
KBDL-A11Y-036,Approved,None — Approved,[],Explicit None permitted only for Approved,False,False,PASS
KBDL-A11Y-037,Approved,None — Approved,[],Explicit None permitted only for Approved,False,False,PASS
KBDL-A11Y-038,Approved,None — Approved,[],Explicit None permitted only for Approved,False,False,PASS
KBDL-A11Y-039,Approved,None — Approved,[],Explicit None permitted only for Approved,False,False,PASS
KBDL-A11Y-040,Approved,None — Approved,[],Explicit None permitted only for Approved,False,False,PASS
KBDL-CMP-001,Approved,None — Approved,[],Explicit None permitted only for Approved,False,False,PASS
KBDL-CMP-002,Approved,None — Approved,[],Explicit None permitted only for Approved,False,False,PASS
KBDL-CMP-003,Approved,None — Approved,[],Explicit None permitted only for Approved,False,False,PASS
KBDL-CMP-004,Approved,None — Approved,[],Explicit None permitted only for Approved,False,False,PASS
KBDL-CMP-005,Approved,None — Approved,[],Explicit None permitted only for Approved,False,False,PASS
KBDL-CMP-006,Approved,None — Approved,[],Explicit None permitted only for Approved,False,False,PASS
KBDL-CMP-007,Approved,None — Approved,[],Explicit None permitted only for Approved,False,False,PASS
KBDL-CMP-008,Approved,None — Approved,[],Explicit None permitted only for Approved,False,False,PASS
KBDL-CMP-009,Approved,None — Approved,[],Explicit None permitted only for Approved,False,False,PASS
KBDL-CMP-010,Approved,None — Approved,"[{""Document"": ""profiles.md"", ""Section"": ""332-recommended-decisions--ready-for-approval"", ""Section title"": ""33.2 Recommended Decisions — Ready for Approval"", ""Line"": 1125, ""Item numbers"": [2], ""Row"": ""| 2 | Precision density and component-emphasis defaults | Adopt exact Precision spacing-intensity and table-presentation defaults (`KBDL-PRO-017`) | Gives Precision projects a consistent starting density | Leaving density fully per-project (rejected — inconsistent cross-project recognizability) | Exact spacing values remain bound by the already-approved spacing scale | Target-size minimum (`KBDL-CMP-010`) unaffected either way | Depends on eventual `KBDL-RSP-002`/`003` values for exact grid interaction, cited as context only | None | None | Static Data Table/Grid distinction (`KBDL-CMP-070`) unaffected | None | Precision only | `KBDL-CMP-010`, `KBDL-CMP-070` | `KBDL-PRO-017` | Item 2 only |""}, {""Document"": ""profiles.md"", ""Section"": ""332-recommended-decisions--ready-for-approval"", ""Section title"": ""33.2 Recommended Decisions — Ready for Approval"", ""Line"": 1125, ""Item numbers"": [2], ""Row"": ""| 2 | Precision density and component-emphasis defaults | Adopt exact Precision spacing-intensity and table-presentation defaults (`KBDL-PRO-017`) | Gives Precision projects a consistent starting density | Leaving density fully per-project (rejected — inconsistent cross-project recognizability) | Exact spacing values remain bound by the already-approved spacing scale | Target-size minimum (`KBDL-CMP-010`) unaffected either way | Depends on eventual `KBDL-RSP-002`/`003` values for exact grid interaction, cited as context only | None | None | Static Data Table/Grid distinction (`KBDL-CMP-070`) unaffected | None | Precision only | `KBDL-CMP-010`, `KBDL-CMP-070` | `KBDL-PRO-017` | Item 2 only |""}, {""Document"": ""components-core.md"", ""Section"": ""353-unresolved-or-not-approval-ready"", ""Section title"": ""35.3 Unresolved or Not Approval-Ready"", ""Line"": 2004, ""Item numbers"": [], ""Row"": ""lifecycle record — `KBDL-CMP-010` (the WCAG 24×24 minimum) remains""}, {""Document"": ""components-core.md"", ""Section"": ""353-unresolved-or-not-approval-ready"", ""Section title"": ""35.3 Unresolved or Not Approval-Ready"", ""Line"": 2008, ""Item numbers"": [], ""Row"": ""authority. Related: `KBDL-A11Y-021`, `KBDL-CMP-010`, `014`, `016`.""}, {""Document"": ""components-core.md"", ""Section"": ""355-decision-packet-coverage-audit"", ""Section title"": ""35.5 Decision-Packet Coverage Audit"", ""Line"": 2091, ""Item numbers"": [], ""Row"": ""an eleventh `Recommended` requirement — `KBDL-CMP-010` (the WCAG""}]",Explicit None permitted only for Approved,False,False,PASS
KBDL-CMP-011,Approved,None — Approved,[],Explicit None permitted only for Approved,False,False,PASS
KBDL-CMP-012,Approved,None — Approved,[],Explicit None permitted only for Approved,False,False,PASS
KBDL-CMP-013,Approved,None — Approved,[],Explicit None permitted only for Approved,False,False,PASS
KBDL-CMP-014,Approved,None — Approved,"[{""Document"": ""components-core.md"", ""Section"": ""352-recommended-decisions--ready-for-approval"", ""Section title"": ""35.2 Recommended Decisions — Ready for Approval"", ""Line"": 1981, ""Item numbers"": [9], ""Row"": ""| 9 | Button-group composition guidance | Adopt the labeling, tab-order, primary-action-clarity, and destructive-action-separation guidance in [§20.5](#205-button-group) (`KBDL-CMP-020`) | Gives related-action groups a consistent, predictable composition pattern | No composition guidance, left entirely to per-project judgment (rejected — risks inconsistent action-group density and unclear primary-action prominence across projects) | None significant | Primary-action clarity and destructive-action separation directly support comprehension and error prevention | None | None | None | None | Applies identically across profiles | `KBDL-CMP-014` | `KBDL-CMP-020` | Item 9 only |""}]",Explicit None permitted only for Approved,False,False,PASS
KBDL-CMP-015,Recommended,components-core.md — 35.2 Recommended Decisions — Ready for Approval — item 1,"[{""Document"": ""profiles.md"", ""Section"": ""333-unresolved-or-not-approval-ready"", ""Section title"": ""33.3 Unresolved or Not Approval-Ready"", ""Line"": 1143, ""Item numbers"": [], ""Row"": ""the unapproved KBDL-007 button-hierarchy (`KBDL-CMP-015`) and""}, {""Document"": ""profiles.md"", ""Section"": ""333-unresolved-or-not-approval-ready"", ""Section title"": ""33.3 Unresolved or Not Approval-Ready"", ""Line"": 1146, ""Item numbers"": [], ""Row"": ""may become approval-ready only after `KBDL-CMP-015`/`036` are""}, {""Document"": ""profiles.md"", ""Section"": ""333-unresolved-or-not-approval-ready"", ""Section title"": ""33.3 Unresolved or Not Approval-Ready"", ""Line"": 1148, ""Item numbers"": [], ""Row"": ""`KBDL-CMP-015`, `KBDL-CMP-036`.""}, {""Document"": ""profiles.md"", ""Section"": ""34-approval-ready-versus-contingent-decisions"", ""Section title"": ""34. Approval-Ready versus Contingent Decisions"", ""Line"": 1207, ""Item numbers"": [], ""Row"": ""unapproved KBDL-007 `KBDL-CMP-015`/`036`) — see""}, {""Document"": ""profiles.md"", ""Section"": ""38-decision-packet-coverage-audit"", ""Section title"": ""38. Decision-Packet Coverage Audit"", ""Line"": 1303, ""Item numbers"": [], ""Row"": ""| `KBDL-PRO-018` | Contingent item (§33.3) | No — depends on unapproved `KBDL-CMP-015`/`036` | `KBDL-CMP-015`, `KBDL-CMP-036` |""}, {""Document"": ""profiles.md"", ""Section"": ""38-decision-packet-coverage-audit"", ""Section title"": ""38. Decision-Packet Coverage Audit"", ""Line"": 1303, ""Item numbers"": [], ""Row"": ""| `KBDL-PRO-018` | Contingent item (§33.3) | No — depends on unapproved `KBDL-CMP-015`/`036` | `KBDL-CMP-015`, `KBDL-CMP-036` |""}, {""Document"": ""components-core.md"", ""Section"": ""352-recommended-decisions--ready-for-approval"", ""Section title"": ""35.2 Recommended Decisions — Ready for Approval"", ""Line"": 1973, ""Item numbers"": [1], ""Row"": ""| 1 | Button hierarchy taxonomy | Adopt Primary/Secondary/Tertiary/Destructive as the button-variant taxonomy (`KBDL-CMP-015`) | Gives a consistent, small vocabulary for action prominence across the system | An unbounded/ad hoc variant set (rejected — fragments consistency) | Requires per-project mapping to visual treatment once themes are implemented | Destructive variant must still map to Critical status + action role, unaffected either way | None | None | None | None | Showcase may use more variants visibly; Precision favors Primary/Secondary only | None | `KBDL-CMP-015` | Item 1 only |""}, {""Document"": ""components-core.md"", ""Section"": ""352-recommended-decisions--ready-for-approval"", ""Section title"": ""35.2 Recommended Decisions — Ready for Approval"", ""Line"": 1973, ""Item numbers"": [1], ""Row"": ""| 1 | Button hierarchy taxonomy | Adopt Primary/Secondary/Tertiary/Destructive as the button-variant taxonomy (`KBDL-CMP-015`) | Gives a consistent, small vocabulary for action prominence across the system | An unbounded/ad hoc variant set (rejected — fragments consistency) | Requires per-project mapping to visual treatment once themes are implemented | Destructive variant must still map to Critical status + action role, unaffected either way | None | None | None | None | Showcase may use more variants visibly; Precision favors Primary/Secondary only | None | `KBDL-CMP-015` | Item 1 only |""}, {""Document"": ""components-core.md"", ""Section"": ""355-decision-packet-coverage-audit"", ""Section title"": ""35.5 Decision-Packet Coverage Audit"", ""Line"": 2072, ""Item numbers"": [], ""Row"": ""| `KBDL-CMP-015` | 1 | Yes | None |""}]",components-core.md:1973 item=[1]; components-core.md:1973 item=[1],False,False,PASS
KBDL-CMP-016,Approved,None — Approved,"[{""Document"": ""components-core.md"", ""Section"": ""352-recommended-decisions--ready-for-approval"", ""Section title"": ""35.2 Recommended Decisions — Ready for Approval"", ""Line"": 1975, ""Item numbers"": [3], ""Row"": ""| 3 | Icon-only visible-label threshold | Adopt a qualitative threshold: universally understood actions (e.g., close, search) may remain icon-only; anything else requires a visible label (`KBDL-CMP-017`) | Balances compact icon-only density against discoverability | Icon-only always requiring a label (rejected — overly verbose for extremely common actions); no threshold at all (rejected — risks ambiguous icon-only actions) | Requires an enumerated \""universally understood\"" list eventually, not yet produced | Directly serves discoverability; the accessible-name requirement (`KBDL-CMP-016`) is unaffected either way | None | None | None | None | Precision/Flow lean toward more visible labels; Showcase may use more icon-only in controlled contexts | `KBDL-CMP-016` | `KBDL-CMP-017` | Item 3 only |""}, {""Document"": ""components-core.md"", ""Section"": ""352-recommended-decisions--ready-for-approval"", ""Section title"": ""35.2 Recommended Decisions — Ready for Approval"", ""Line"": 1975, ""Item numbers"": [3], ""Row"": ""| 3 | Icon-only visible-label threshold | Adopt a qualitative threshold: universally understood actions (e.g., close, search) may remain icon-only; anything else requires a visible label (`KBDL-CMP-017`) | Balances compact icon-only density against discoverability | Icon-only always requiring a label (rejected — overly verbose for extremely common actions); no threshold at all (rejected — risks ambiguous icon-only actions) | Requires an enumerated \""universally understood\"" list eventually, not yet produced | Directly serves discoverability; the accessible-name requirement (`KBDL-CMP-016`) is unaffected either way | None | None | None | None | Precision/Flow lean toward more visible labels; Showcase may use more icon-only in controlled contexts | `KBDL-CMP-016` | `KBDL-CMP-017` | Item 3 only |""}]",Explicit None permitted only for Approved,False,False,PASS
KBDL-CMP-017,Recommended,components-core.md — 35.2 Recommended Decisions — Ready for Approval — item 3,"[{""Document"": ""components-core.md"", ""Section"": ""352-recommended-decisions--ready-for-approval"", ""Section title"": ""35.2 Recommended Decisions — Ready for Approval"", ""Line"": 1975, ""Item numbers"": [3], ""Row"": ""| 3 | Icon-only visible-label threshold | Adopt a qualitative threshold: universally understood actions (e.g., close, search) may remain icon-only; anything else requires a visible label (`KBDL-CMP-017`) | Balances compact icon-only density against discoverability | Icon-only always requiring a label (rejected — overly verbose for extremely common actions); no threshold at all (rejected — risks ambiguous icon-only actions) | Requires an enumerated \""universally understood\"" list eventually, not yet produced | Directly serves discoverability; the accessible-name requirement (`KBDL-CMP-016`) is unaffected either way | None | None | None | None | Precision/Flow lean toward more visible labels; Showcase may use more icon-only in controlled contexts | `KBDL-CMP-016` | `KBDL-CMP-017` | Item 3 only |""}, {""Document"": ""components-core.md"", ""Section"": ""352-recommended-decisions--ready-for-approval"", ""Section title"": ""35.2 Recommended Decisions — Ready for Approval"", ""Line"": 1975, ""Item numbers"": [3], ""Row"": ""| 3 | Icon-only visible-label threshold | Adopt a qualitative threshold: universally understood actions (e.g., close, search) may remain icon-only; anything else requires a visible label (`KBDL-CMP-017`) | Balances compact icon-only density against discoverability | Icon-only always requiring a label (rejected — overly verbose for extremely common actions); no threshold at all (rejected — risks ambiguous icon-only actions) | Requires an enumerated \""universally understood\"" list eventually, not yet produced | Directly serves discoverability; the accessible-name requirement (`KBDL-CMP-016`) is unaffected either way | None | None | None | None | Precision/Flow lean toward more visible labels; Showcase may use more icon-only in controlled contexts | `KBDL-CMP-016` | `KBDL-CMP-017` | Item 3 only |""}, {""Document"": ""components-core.md"", ""Section"": ""355-decision-packet-coverage-audit"", ""Section title"": ""35.5 Decision-Packet Coverage Audit"", ""Line"": 2074, ""Item numbers"": [], ""Row"": ""| `KBDL-CMP-017` | 3 | Yes | None |""}]",components-core.md:1975 item=[3]; components-core.md:1975 item=[3],False,False,PASS
KBDL-CMP-018,Approved,None — Approved,[],Explicit None permitted only for Approved,False,False,PASS
KBDL-CMP-019,Approved,None — Approved,[],Explicit None permitted only for Approved,False,False,PASS
KBDL-CMP-020,Recommended,components-core.md — 35.2 Recommended Decisions — Ready for Approval — item 9,"[{""Document"": ""components-core.md"", ""Section"": ""352-recommended-decisions--ready-for-approval"", ""Section title"": ""35.2 Recommended Decisions — Ready for Approval"", ""Line"": 1981, ""Item numbers"": [9], ""Row"": ""| 9 | Button-group composition guidance | Adopt the labeling, tab-order, primary-action-clarity, and destructive-action-separation guidance in [§20.5](#205-button-group) (`KBDL-CMP-020`) | Gives related-action groups a consistent, predictable composition pattern | No composition guidance, left entirely to per-project judgment (rejected — risks inconsistent action-group density and unclear primary-action prominence across projects) | None significant | Primary-action clarity and destructive-action separation directly support comprehension and error prevention | None | None | None | None | Applies identically across profiles | `KBDL-CMP-014` | `KBDL-CMP-020` | Item 9 only |""}, {""Document"": ""components-core.md"", ""Section"": ""352-recommended-decisions--ready-for-approval"", ""Section title"": ""35.2 Recommended Decisions — Ready for Approval"", ""Line"": 1981, ""Item numbers"": [9], ""Row"": ""| 9 | Button-group composition guidance | Adopt the labeling, tab-order, primary-action-clarity, and destructive-action-separation guidance in [§20.5](#205-button-group) (`KBDL-CMP-020`) | Gives related-action groups a consistent, predictable composition pattern | No composition guidance, left entirely to per-project judgment (rejected — risks inconsistent action-group density and unclear primary-action prominence across projects) | None significant | Primary-action clarity and destructive-action separation directly support comprehension and error prevention | None | None | None | None | Applies identically across profiles | `KBDL-CMP-014` | `KBDL-CMP-020` | Item 9 only |""}, {""Document"": ""components-core.md"", ""Section"": ""355-decision-packet-coverage-audit"", ""Section title"": ""35.5 Decision-Packet Coverage Audit"", ""Line"": 2080, ""Item numbers"": [], ""Row"": ""| `KBDL-CMP-020` | 9 | Yes | None |""}]",components-core.md:1981 item=[9]; components-core.md:1981 item=[9],False,False,PASS
